deal_id	deal_name	company	country	deal_stage	lifecycle_stage	arr_value	currency	owner	created_date	expected_close_date	lead_source	probability_pct	notes
DL-5170	MERCK - Enterprise License	MERCK KGAA	Poland	negotiation	lead	10283		J. Wilson	6/20/2023	12/10/2023	google ads	90	Champion?
DL-5171	Bosch - Enterprise License	Bosch GmbH	United Kingdom	discovery	Closed Lost		GBP	ana.garcia@speexx.com	4/10/2023	8/3/2023	EMAIL		sent proposal
DL-5172	VW - Enterprise License	VW AG	Espana	Lost	customer	49825	GBP	luca.bianchi@speexx.com	1/7/2024	6/30/2024	direct	100	follow up
DL-5173	SAP - Enterprise License	SAP	Holland	Proposal	closed lost	50171	GBP	Ana Garcia	2/14/2024	1/18/2024	organic search		Sent proposal
DL-5174		Robert Bosch GmbH	AUSTRIA	Discovery	Sales qualified	25249	EUR	l.bianchi@speexx.com	9/16/2024	3/7/2025	paid search	80	Follow up next week
DL-5175	Fresenius - Enterprise License	Fresenius SE	Italy	Demo	sql	74665			10/31/2024	2/21/2025	LINKEDIN	80	follow up
DL-5176	bmw - Enterprise License	bmw	SPAIN	NEGOTIATION	CLOSED WON	â‚¬25,200	EUR		3/8/2023	3/29/2023	webinar	30	Sent proposal
DL-5177		Continental	UK	negotiation	Opportunity		EUR	Marie Dupont	3/13/2023	3/28/2023	organic search	100	Champion identified
DL-5178	siemens - Enterprise License	siemens	United kingdom	prospecting	closed won	0	EUR	Sarah Mueller	10/27/2023	2/19/2024	Partner Referral		tbd
DL-5179	Bosch - Enterprise License	Bosch GmbH	FRANCE	Proposal	OPPORTUNITY	4748	EUR	luca.bianchi@speexx.com	6/23/2023	10/8/2023	Unknown	50	tbd
DL-5180	BMW - Enterprise License	BMW Group	germany	Proposal	LEAD	50216	EUR	james.wilson@speexx.com	12/17/2023	3/15/2024	organic search	50	Awaiting legal review
DL-5181	Merck - Enterprise License	Merck	IT	Demo Scheduled	SQL	24812	EUR	james.wilson@speexx.com	1/7/2024	4/4/2024	Email	70	
DL-5182	Deutsche - Enterprise License	Deutsche Telekom AG	United states	DISCOVERY	Closed Won	24765		l.bianchi@speexx.com	1/29/2023	4/7/2023	WEBINAR	unknown	follow up
DL-5183	MERCK - Enterprise License	MERCK KGAA	United States	Negotiation	sql	74996 EUR			5/28/2024	8/30/2024	Paid Search	80	Sent proposal
DL-5184	Volkswagen - Enterprise License	Volkswagen AG	USA	closed lost	CLOSED WON	50308	EUR	Unassigned	7/31/2023	10/10/2023		50	
DL-5185	sap - Enterprise License	sap se	u.s.	discovery	customer	150019	EUR		1/8/2024	30.01.2024		50	Sent proposal
DL-5186	BMW - Enterprise License	BMW Group	italy	demo scheduled	Closed Lost	49967	â‚¬	Sarah Mueller	7/7/2023	1/3/2024	Paid Search	30	no champion
DL-5187	Volkswagen - Enterprise License	Volkswagen AG	DE	Closed Lost	OPPORTUNITY	49988	EUR	J. Wilson	3/4/2023	5/10/2023		20	Champion identified
DL-5188	sap - Enterprise License	sap se	france	closed lost	lead	25082			4/13/2023	9/12/2023	N/A	10	sent proposal
DL-5189	Henkel - Enterprise License	Henkel AG	Italia	Demo Scheduled	Opportunity	9994	eur	ana.garcia@speexx.com	9/7/2024	11/29/2024	unknown	70	
DL-5190	Continental - Enterprise License	Continental AG	Deutschland	Proposal	LEAD	100021	GBP	marie.dupont@speexx.com	4/25/2023	6/24/2023		80	
DL-5191	HelloFresh - Enterprise License	HelloFresh	United states	discovery	Won	49718	EUR	marie.dupont@speexx.com	7/5/2024	9/3/2024	Referral		
DL-5192	BOSCH - Enterprise License	BOSCH	Netherlands	Negotiation	won	50372		marie.dupont@speexx.com	11/28/2023	1/21/2024	EMAIL	70	Sent proposal
DL-5193	BMW - Enterprise License	BMW Group	Italia	Proposal Sent	closed won		GBP		4/28/2024	7/28/2024	email	10	awaiting legal
DL-5194	Lufthansa - Enterprise License	Lufthansa Group	ITALY	demo	opportunity	5221	USD	sarah.mueller@speexx.com	10/23/2024	12/11/2024	Email	80	no champion
DL-5195	Merck - Enterprise License	Merck KGaA	United States	NEGOTIATION	lead	74609		sarah.mueller@speexx.com	7/24/2023	10/1/2023	Email	100	Sent proposal
DL-5196	BMW - Enterprise License	BMW AG	IT	discovery	marketing qualified lead	4850		james.wilson@speexx.com	9/13/2024	2/24/2025	Paid Search	80	tbd
DL-5197	Henkel - Enterprise License	Henkel AG	u.s.	Closed Lost	LEAD	4590	â‚¬	Luca Bianchi	6/5/2023	7/27/2023	direct	10	follow up
DL-5198	Allianz - Enterprise License	Allianz SE	Netherlands	proposal sent	CLOSED WON	99956	eur	luca.bianchi@speexx.com	12/17/2024	3/21/2025	LINKEDIN	unknown	
DL-5199	BMW - Enterprise License	BMW Group	USA	Prospecting	New Lead	5157	EUR	Unassigned	9/19/2023	3/5/2024	unknown	80	Follow up next week
DL-5200	Merck - Enterprise License	Merck	Deutschland	Proposal	lead	50003	EUR	l.bianchi@speexx.com	3/23/2024	4/14/2024	Google Ads		follow up
DL-5201	E.ON - Enterprise License	E.ON SE	GB	closed lost	Customer	49695	â‚¬	luca.bianchi@speexx.com	3/31/2023	9/7/2023	LinkedIn	unknown	Awaiting legal review
DL-5202	Allianz - Enterprise License	Allianz SE	GERMANY	NEGOTIATION	Closed Won	25209	â‚¬	sarah.mueller@speexx.com	7/6/2023	1/1/2024	Email	10	Follow up next week
DL-5203	Deutsche - Enterprise License	Deutsche Telekom AG	CH	demo scheduled	Sales Qualified Lead	25286	USD		11/27/2023	3/29/2024	LinkedIn	50	tbd
DL-5204	BOSCH - Enterprise License	BOSCH	u.s.	Prospecting	Opp		EUR	ana.garcia@speexx.com	7/31/2023	10/31/2023	referral	unknown	Sent proposal
DL-5205	sap - Enterprise License	sap se	FR	demo	CUSTOMER	10441		Sarah Mueller	11/7/2023	1/1/2024	Email	10	Champion identified
DL-5206	Deutsche - Enterprise License	Deutsche Telekom	France	Negotiation	sql	5289	EUR	james.wilson@speexx.com	1/25/2024	2/20/2024	Google Ads	100	
DL-5207	Fresenius - Enterprise License	Fresenius SE	US	Demo	marketing qualified lead	250318		sarah.mueller@speexx.com	1/2/2024	06.04.2024	EMAIL	90	TBD
DL-5208	ALLIANZ - Enterprise License	ALLIANZ	France	Discovery	Lost	10368 EUR	GBP		12/30/2023	4/14/2024	Direct	unknown	Awaiting legal review
DL-5209	Siemens - Enterprise License	Siemens ag	germany	Prospecting	mql	4659	eur	Unassigned	5/25/2023	8/10/2023	direct	80	Champion?
DL-5210	Henkel - Enterprise License	Henkel AG	The Netherlands	closed won	CUSTOMER	150259	EUR		6/11/2023	10/10/2023	Unknown	50	sent proposal
DL-5211	basf - Enterprise License	basf	United States	demo	mql	24529	EUR		10/2/2024	1/19/2025	Email		
DL-5212		E.ON	United States	proposal sent	CLOSED WON	99594	GBP	Unassigned	6/23/2023	8/16/2023		30	TBD
DL-5213	Fresenius - Enterprise License	Fresenius SE	The Netherlands	Closed Won	CLOSED LOST	99763	EUR	luca.bianchi@speexx.com	10/14/2024	10/28/2024	LINKEDIN	30	Sent proposal
DL-5214	E.ON - Enterprise License	E.ON SE	FRANCE	Discovery	Sales qualified	50234	eur	james.wilson	5/13/2023	7/2/2023	DIRECT	80	
DL-5215	Continental - Enterprise License	Continental	GB	Closed Lost	Opp	249773	EUR	l.bianchi@speexx.com	11/15/2024	4/29/2025	ORGANIC	90	
DL-5216	siemens - Enterprise License	siemens	POLAND	prospecting	Won	74743		Unassigned	7/22/2023	7/1/2023	email	100	Sent proposal
DL-5217	Continental - Enterprise License	Continental	NETHERLANDS	discovery	CUSTOMER	50171	EUR	james.wilson	9/28/2024	12/18/2024	Unknown		Champion identified
DL-5218		HelloFresh SE	u.s.	demo	SQL	4874	EUR	J. Wilson	4/9/2023	7/19/2023	Google Ads	20	no champion
DL-5219		Delivery Hero	US	Proposal Sent	sql	-1	GBP	Unassigned	10/30/2023	12/15/2023	unknown	50	follow up
DL-5220	HelloFresh - Enterprise License	HelloFresh	United states	proposal sent	mql	25298	USD	Luca Bianchi	8/16/2023	9/3/2023		30	Awaiting legal review
DL-5221	SAP - Enterprise License	SAP SE	AUSTRIA	closed lost	closed won	10452	eur	james.wilson	4/13/2023	08.06.2023	email	70	awaiting legal
DL-5222	E.ON - Enterprise License	E.ON	Poland	DISCOVERY	lost	49807	â‚¬	J. Wilson	3/7/2024	7/20/2024	Paid Search	10	tbd
DL-5223	Henkel - Enterprise License	Henkel AG	United Kingdom	Demo Scheduled	New Lead	-1	EUR	marie.dupont@speexx.com	5/24/2023	7/13/2023	LINKEDIN	50	TBD
DL-5224	Lufthansa - Enterprise License	Lufthansa Group	SWITZERLAND	demo	SQL	4911	eur	luca.bianchi@speexx.com	3/14/2023	5/24/2023	Direct	80	Follow up next week
DL-5225	Zalando - Enterprise License	Zalando SE	Italia	discovery	Customer	50112	EUR	Luca Bianchi	5/1/2023	9/25/2023	N/A	30	FOLLOW UP
DL-5226	volkswagen - Enterprise License	volkswagen	USA	demo	LEAD	4977	â‚¬	J. Wilson	10/6/2023	10/30/2023	paid search		Champion?
DL-5227	Deutsche - Enterprise License	Deutsche Lufthansa AG	italy	negotiation	CUSTOMER	10153	â‚¬	marie.dupont@speexx.com	9/5/2023	1/23/2024	EMAIL	unknown	TBD
DL-5228	BMW - Enterprise License	BMW Group	italy	Closed Won	marketing qualified lead	10006		Luca Bianchi	1/1/2024	12/9/2023	Email		no champion
DL-5229	HelloFresh - Enterprise License	HelloFresh SE	france	Closed Lost	LEAD	-1	eur	ana.garcia@speexx.com	1/27/2024	2/20/2024	EMAIL	90	
DL-5230	Siemens - Enterprise License	Siemens ag	AT	NEGOTIATION	lead	25035	GBP	marie.dupont@speexx.com	12/22/2023	6/18/2024	Referral		follow up
DL-5231	SIEMENS - Enterprise License	SIEMENS AG	NL	negotiation	Customer	75246	USD	ana.garcia@speexx.com	10/7/2024	1/13/2025	REFERRAL	70	Champion identified
DL-5232	siemens - Enterprise License	siemens	Poland	Lost	Lost	10312	USD	Marie Dupont	11/29/2023	4/8/2024	WEBINAR	30	TBD
DL-5233	ThyssenKrupp - Enterprise License	ThyssenKrupp	Italia	Won	marketing qualified lead	-1	EUR	marie.dupont@speexx.com	4/2/2023	7/10/2023	Unknown	unknown	follow up
DL-5234	BASF - Enterprise License	BASF SE	Spain	Closed Won	sql	10325	USD	sarah.mueller@speexx.com	7/27/2023	10/16/2023	DIRECT		
DL-5235	Zalando - Enterprise License	Zalando	France	Won	Lead	EUR 5133	GBP	Unassigned	7/27/2024	10/24/2024	webinar		Awaiting legal review
DL-5236	basf - Enterprise License	basf	United kingdom	Proposal Sent	Customer	25494	EUR	J. Wilson	5/17/2023	9/6/2023	Direct	10	Champion identified
DL-5237		Deutsche Telekom AG	Italy	demo scheduled	MQL	10331		Unassigned	12/12/2024	2/20/2025	LINKEDIN	90	follow up
DL-5238	E.ON - Enterprise License	E.ON	ITALY	Negotiation	closed won	50223	USD	ana.garcia@speexx.com	8/17/2024	12/11/2024	REFERRAL	80	no champion
DL-5239	Lufthansa - Enterprise License	Lufthansa Group	US	demo scheduled	Lead	50092		Luca Bianchi	3/20/2023	5/7/2023	referral	80	
DL-5240	Delivery - Enterprise License	Delivery Hero SE	United kingdom	demo scheduled	Won		GBP	Sarah Mueller	10/22/2024	3/26/2025	linkedin	10	no champion
DL-5241	Continental - Enterprise License	Continental AG	Deutschland	proposal sent	lead	25223	â‚¬	l.bianchi@speexx.com	7/26/2024	1/22/2025	organic search		Champion identified
DL-5242	Henkel - Enterprise License	Henkel	NETHERLANDS	Demo	Sales qualified	49817	GBP	james.wilson@speexx.com	12/22/2024	2/8/2025	Webinar	10	Champion?
DL-5243	siemens - Enterprise License	siemens	spain	Discovery	Sales qualified	25042	EUR	Unassigned	12/30/2024	4/14/2025	Unknown	20	Awaiting legal review
DL-5244	Allianz - Enterprise License	Allianz Se	NETHERLANDS	Negotiation	sql	EUR 74890	EUR	james.wilson	4/7/2023	8/2/2023	Email Campaign	70	Champion identified
DL-5245	Allianz - Enterprise License	Allianz Se	FRANCE	demo scheduled	won	10162 EUR	â‚¬	sarah.mueller@speexx.com	7/8/2023	9/26/2023	organic		Follow up next week
DL-5246		HelloFresh	POLAND	closed won	closed lost	4834	USD	Unassigned	1/18/2024	25.02.2024	LinkedIn Ads	50	
DL-5247	Fresenius - Enterprise License	Fresenius	POLAND	proposal sent	sql	0		Marie Dupont	5/25/2024	7/24/2024	LinkedIn Ads		follow up
DL-5248	Continental - Enterprise License	Continental AG	SWITZERLAND	discovery	sql	0	EUR		2/1/2023	1/14/2023	LINKEDIN		follow up
DL-5249	Fresenius - Enterprise License	Fresenius	Poland	Won	Marketing Qualified Lead	75302	USD	J. Wilson	12/12/2023	4/20/2024	REFERRAL	100	Sent proposal
